year,chron,tmean.july,tmin.july,tmax.july,ppt.july,pdsi.aug
1819,1.22,,,,,
1820,1.147,,,,,
1821,1.273,,,,,
1822,1.211,,,,,
1823,1.007,,,,,
1824,0.96,,,,,
1825,0.978,,,,,
1826,1.038,,,,,
1827,1.12,,,,,
1828,1.158,,,,,
1829,1.124,,,,,
1830,0.953,,,,,
1831,1.138,,,,,
1832,0.708,,,,,
1833,1.263,,,,,
1834,0.928,,,,,
1835,0.826,,,,,
1836,0.726,,,,,
1837,0.942,,,,,
1838,0.674,,,,,
1839,0.819,,,,,
1840,0.933,,,,,
1841,0.89,,,,,
1842,0.646,,,,,
1843,0.781,,,,,
1844,0.572,,,,,
1845,0.535,,,,,
1846,0.601,,,,,
1847,0.731,,,,,
1848,0.98,,,,,
1849,1.051,,,,,
1850,0.908,,,,,
1851,0.96,,,,,
1852,1.036,,,,,
1853,0.858,,,,,
1854,1.03,,,,,
1855,1.031,,,,,
1856,1.17,,,,,
1857,1.281,,,,,
1858,1.141,,,,,
1859,1.305,,,,,
1860,0.989,,,,,
1861,1.116,,,,,
1862,0.932,,,,,
1863,1.187,,,,,
1864,0.936,,,,,
1865,1.053,,,,,
1866,1.142,,,,,
1867,1.074,,,,,
1868,1.125,,,,,
1869,0.878,,,,,
1870,1.109,,,,,
1871,1.219,,,,,
1872,0.947,,,,,
1873,1.419,,,,,
1874,1.251,,,,,
1875,0.997,,,,,
1876,1.134,,,,,
1877,1.107,,,,,
1878,1.162,,,,,
1879,0.77,,,,,
1880,0.723,,,,,
1881,0.954,,,,,
1882,0.973,,,,,
1883,0.598,,,,,
1884,0.863,,,,,
1885,1.035,,,,,
1886,1.067,,,,,
1887,0.785,,,,,
1888,0.99,,,,,
1889,0.942,,,,,
1890,0.965,,,,,
1891,0.892,,,,,
1892,0.999,,,,,
1893,1.084,,,,,
1894,0.923,,,,,
1895,0.967,9.773000717,2.763000011,16.7840004,,
1896,1.097,11.27100086,5.150000095,17.3920002,23.81500053,-0.71
1897,1.043,10.13900089,3.344000101,16.93400002,41.15100098,-2.96
1898,1.093,10.24400043,2.996000051,17.49200058,48.60900116,-2.53
1899,0.847,10.87000084,2.640000105,19.10000038,48.15599823,-1.65
1900,1.015,9.800000191,1.312999964,18.28899956,42.74300003,-1.95
1901,0.86,12.6760006,4.487999916,20.86599922,13.73799992,-5.3
1902,0.796,8.072999954,0.143999994,16.00399971,22.14599991,-2.1
1903,0.794,8.160000801,0.907000005,15.41499996,40.32400131,-2.91
1904,0.774,8.611000061,1.042999983,16.18099976,60.25500107,-1.96
1905,0.921,8.458000183,1.394999981,15.52200031,40.72499847,-1.13
1906,0.817,9.755000114,1.100999951,18.4109993,48.91899872,-0.63
1907,0.712,8.384000778,0.671999991,16.09700012,38.64099884,1.73
1908,1.075,12.43400097,5.782999992,19.08600044,57.27899933,2.8
1909,1.068,9.790000916,1.580000043,18.00099945,33.65000153,2.97
1910,1.097,11.05700016,2.282000065,19.83300018,54.64699936,0.7
1911,1.041,8.559000015,0.647000015,16.47299957,29.46100044,-3.17
1912,1.164,7.556000233,0.953999996,14.15999985,31.4109993,-0.58
1913,1.176,7.801000595,-0.522000015,16.12400055,68.54299927,1.18
1914,1.278,11.29800034,3.188999891,19.40800095,80.84300232,1.52
1915,0.835,7.967000484,-0.665000021,16.60000038,25.78899956,-1.33
1916,1.093,11.02700043,3.430000067,18.62599945,87.89900208,3.8
1917,0.972,12.68400097,4.877999783,20.49099922,35.72100067,2.48
1918,1.012,9.263000488,2.346999884,16.18000031,13.07600021,-1.35
1919,1.026,11.50900078,3.161000013,19.85700035,61.5530014,-0.82
1920,0.83,10.21900082,1.888000011,18.5510006,17.05900002,-5.59
1921,0.997,9.605000496,2.247999907,16.96299934,22.71999931,-0.87
1922,0.951,9.323000908,2.766000032,15.88099957,42.63600159,-1.72
1923,0.888,14.0510006,8.416999817,19.68600082,62.54299927,1.02
1924,0.875,10.28700066,2.940000057,17.63500023,55.12799835,1.65
1925,1.092,12.06300068,4.110000134,20.0170002,48.95999908,-1.38
1926,0.996,11.54900074,4.428999901,18.67099953,33.75600052,1.5
1927,1.045,11.00800037,5.313000202,16.70400047,47.25500107,-1.08
1928,1.119,11.71000099,5.880000114,17.54000092,41.79399872,2.73
1929,1.167,12.36900043,4.339000225,20.40099907,66.51599884,2.34
1930,0.81,13.29000092,7.368999958,19.21199989,28.15200043,-1.58
1931,0.927,12.19300079,3.862999916,20.52499962,52.69499969,-2.14
1932,1.002,10.90700054,3.249000072,18.56500053,36.45800018,-4.06
1933,1.026,13.3920002,4.798999786,21.98500061,44.73400116,-1.17
1934,0.922,13.79400063,7.56799984,20.02199936,10.5909996,-2.27
1935,1.035,12.80600071,4.206999779,21.40699959,50.67499924,-3.44
1936,1.016,15.87100029,9.951000214,21.79100037,23.74200058,-2.97
1937,0.984,13.27600098,7.673999786,18.87800026,33.13199997,-3.94
1938,1.026,10.49100018,3.595000029,17.38899994,54.75799942,-2.57
1939,1.157,12.65700054,4.605999947,20.70999908,61.06600189,2.19
1940,1.198,12.33200073,4.697000027,19.96800041,22.29500008,-1.46
1941,1.041,11.31500053,4.138000011,18.49399948,32.16400146,-2.1
1942,0.907,11.1420002,3.028000116,19.25699997,34.06700134,-0.74
1943,0.819,11.45400047,3.736000061,19.17300034,24.82900047,1.08
1944,1.016,9.100000381,2.178999901,16.02199936,23.33699989,1.92
1945,1.185,10.81700039,4.048999786,17.58699989,37.16400146,2.29
1946,1.156,12.0170002,4.755000114,19.28000069,22.24500084,1.92
1947,0.989,12.72800064,5.907999992,19.54800034,35.9679985,-0.74
1948,1.143,11.63200092,5.385000229,17.87999916,23.47500038,0.8
1949,1.078,12.62500095,5.756999969,19.49300003,47.39199829,1.17
1950,0.827,9.705000877,3.365999937,16.04400063,22.62599945,-1.23
1951,1.027,12.09300041,6.184000015,18.00399971,61.2879982,2.7
1952,1.005,11.62700081,5.059999943,18.19400024,64.29499817,4.26
1953,0.882,14.11300087,7.532000065,20.69400024,42.30799866,2.84
1954,0.82,14.25700092,8.06099987,20.45499992,14.62100029,0.77
1955,0.974,12.74900055,6.356999874,19.1420002,28.27499962,-1.22
1956,0.752,11.81800079,5.427999973,18.20999908,30.82799911,-0.58
1957,1.004,12.87900066,6.389999866,19.36899948,29.95800018,1.86
1958,0.852,8.960000038,2.415999889,15.50500011,31.65399933,4.84
1959,0.882,12.06300068,5.176000118,18.95100021,64.01300049,2.76
1960,0.853,13.85700035,6.834000111,20.88100052,25.4489994,1.12
1961,0.927,12.50000095,5.522999763,19.47900009,13.44499969,-2.34
1962,0.825,10.21700096,3.637000084,16.79800034,36.71300125,-3.51
1963,1.113,12.57300091,5.743999958,19.40200043,51.48699951,3.1
1964,1.198,13.98800087,7.328999996,20.64800072,20.99099922,1.46
1965,0.939,11.29500008,4.556000233,18.0340004,17.72900009,2.19
1966,1.012,14.29200077,7.714000225,20.87000084,39.39099884,3.37
1967,1.018,12.17900085,5.329999924,19.02899933,18.71800041,-1.5
1968,1.012,11.61800098,4.514999866,18.72200012,42.23899841,3.23
1969,0.81,11.46500015,4.684000015,18.24600029,19.50900078,3.64
1970,0.898,11.85100079,4.681000233,19.02199936,42.44200134,1.76
1971,0.762,10.4260006,3.288000107,17.56500053,38.72800064,1.26
1972,0.813,9.872000694,3.055999994,16.68899918,25.52000046,1.69
1973,1.018,11.23700047,4.034999847,18.44000053,47.44400024,2.94
1974,1.004,12.78800106,6.027999878,19.54999924,28.97599983,-1.67
1975,1.122,12.94900036,6.204999924,19.69300079,30.91300011,2.01
1976,1.12,12.98800087,6.316999912,19.6590004,70.84700012,3.63
1977,1.068,11.25500011,4.125999928,18.38400078,25.96100044,3.23
1978,0.991,10.7310009,4.063000202,17.40099907,31.69199944,-3.11
1979,1.108,12.27700043,5.504000187,19.0510006,47.13700104,1.73
1980,1.029,12.08000088,5.227000237,18.93499947,20.85199928,-1.17
1981,1.026,11.98900032,5.162000179,18.81599998,44.07799911,0.53
1982,0.929,10.40000057,3.183000088,17.61800003,34.45100021,0.65
1983,1.116,11.04000092,4.550000191,17.53199959,43.34600067,2.54
1984,1.287,11.96700096,4.328000069,19.6079998,53.32600021,1.51
1985,0.991,12.93800068,5.031000137,20.84600067,46.26399994,1.86
1986,0.923,9.756000519,2.387000084,17.125,43.24000168,-1.6
1987,1.145,10.4260006,3.270999908,17.58300018,67.11199951,2.2
1988,1.423,14.06900024,6.513999939,21.62599945,110.2809982,2.27
1989,0.698,14.1230011,5.802999973,22.44499969,0.028000001,-3.32
1990,0.917,10.83000088,3.75,17.9109993,48.26100159,1.17
1991,1.117,11.177001,3.698999882,18.65699959,50.39300156,-0.12
1992,0.796,7.893000603,1.67900002,14.1079998,23.5909996,0.69
1993,0.737,6.30300045,0.153999999,12.45400047,91.05799866,3.03
1994,1.128,10.44000053,2.857000113,18.02400017,94.12799835,3.19
1995,0.892,9.912000656,3.15199995,16.67499924,54.56299973,-0.94
1996,0.901,11.43500042,3.579999924,19.29199982,45.15000153,2.48
1997,0.962,9.963000298,3.315000057,16.61199951,18.97400093,2.29
1998,1.237,13.25900078,5.852000237,20.66699982,58.72399902,4.87
1999,1.024,11.35100079,4.005000114,18.6970005,50.86500168,1.59
2000,1.083,12.57800102,5.166999817,19.98999977,42.24499893,1.41
2001,1.024,12.6600008,5.412000179,19.90800095,17.48699951,-1.1
2002,1.032,13.80700111,6.31099987,21.30500031,42.64099884,-2.23
2003,1.2,14.17500114,6.355999947,21.99600029,60.1230011,1.69
2004,0.642,10.85300064,4.085999966,17.62199974,7.945000172,-2.15
2005,1.117,12.55900097,5.206999779,19.91399956,41.625,-0.57
2006,0.964,14.3560009,6.927000046,21.78499985,33.00899887,0.34
2007,0.721,15.24600029,7.602000237,22.89100075,40.23699951,-2.99
2008,0.835,12.45900059,4.763000011,20.15699959,49.6629982,-1.95
2009,0.923,10.7840004,3.448999882,18.12199974,12.27099991,-1.23
2010,0.833,11.27200031,3.75999999,18.7859993,64.59200287,2.42
2011,0.86,12.28200054,4.728000164,19.83699989,20.08499908,1
2012,0.972,13.83500099,6.381000042,21.28899956,33.50799942,2.53
2013,1.033,13.48300076,5.907999992,21.05999947,39.83599854,-2
2014,1.06,12.49900055,5.02699995,19.97299957,54.85699844,-1.92
2015,1.39,11.08700085,4.34100008,17.83399963,27.09700012,3.18
,,11.44900036,4.127999783,18.77199936,39.84400177,-1.32
,,13.60800076,6.001999855,21.21500015,35.62799835,-3.52
,,12.89100075,5.415999889,20.36800003,43.64300156,1.45
,,11.54889965,4.335999966,18.76199913,12.61800003,1.78
,,,,,63.13199997,-0.61
,,,,,,-4.57
