year,chron,tmean.july,tmin.july,tmax.july,ppt.july,pdsi.aug
1960,0.85,12.41700077,5.143000126,19.69199944,32.53099823,-2.37
1961,0.944,11.16100025,3.881999969,18.44199944,18.54899979,-3.63
1962,0.887,8.877000809,1.906999946,15.84799957,46.37599945,3.36
1963,1.087,11.1430006,4.078000069,18.20899963,63.42100143,1.83
1964,0.97,12.45700073,5.510000229,19.40500069,23.52599907,2.19
1965,0.889,10.02400017,3.26699996,16.78199959,23.0170002,3.71
1966,0.928,12.86200047,6.03399992,19.69000053,47.10100174,-1.39
1967,0.93,10.89600086,3.862999916,17.93099976,23.37800026,3.44
1968,0.913,10.24800014,2.89199996,17.60499954,56.36199951,3.93
1969,0.714,9.933000565,2.799999952,17.06699944,26.50200081,2.01
1970,0.808,10.51000023,3.181999922,17.8390007,54.76100159,1.38
1971,0.633,8.744000435,1.235000014,16.25300026,50.18099976,1.75
1972,0.728,8.187000275,0.953999996,15.42000008,34.33499908,3.14
1973,0.921,10.16900063,2.852999926,17.48500061,59.27500153,-1.58
1974,1.042,11.50700092,4.605999947,18.4090004,27.64500046,2.39
1975,1.149,11.78300095,4.910999775,18.65699959,35.05199814,3.99
1976,1.08,11.56200027,4.679999828,18.44400024,83.79000092,3.64
1977,1.081,9.74200058,2.443000078,17.04299927,34.30699921,-2.89
1978,1.146,9.297000885,2.237999916,16.35700035,38.77000046,1.91
1979,1.063,10.89900017,3.900000095,17.89900017,54.03699875,-1.16
1980,0.928,10.68300056,3.752000093,17.61400032,24.09700012,0.3
1981,0.978,10.48400021,3.448999882,17.52000046,56.77299881,0.57
1982,1.023,9.111000061,1.546000004,16.6779995,45.87900162,2.59
1983,1.148,9.762000084,3.306999922,16.21899986,48.0890007,1.75
1984,1.361,10.65300083,2.730999947,18.57699966,75.22399902,1.76
1985,1.029,11.64000034,3.621000051,19.65999985,66.2480011,-1.56
1986,1.005,8.543000221,1.054999948,16.03300095,52.05899811,2.42
1987,1.248,9.256000519,1.889999986,16.62400055,90.6289978,2.31
1988,1.626,12.6430006,4.842000008,20.44599915,126.4830017,-2.74
1989,0.725,12.71000099,3.792000055,21.62800026,7.705999851,1.2
1990,0.951,9.248000145,1.789000034,16.70800018,62.10100174,0.33
1991,1.098,9.829000473,2.135999918,17.52499962,56.35499954,0.65
1992,0.758,6.602000237,0.050999999,13.15499973,29.14900017,2.69
1993,0.645,5.116000175,-1.151000023,11.38300037,117.0090027,3.25
1994,1.026,8.906000137,0.93900001,16.87400055,108.5879974,-0.88
1995,0.835,8.495000839,1.450000048,15.53999996,72.82700348,2.51
1996,0.869,9.841000557,1.549000025,18.13400078,64.14399719,1.9
1997,0.819,8.671000481,1.746000051,15.59700012,27.52300072,4.78
1998,1.164,11.83600044,3.971999884,19.70299911,83.10199738,1.63
1999,1.067,9.909000397,2.290999889,17.52899933,55.70299911,1.15
2000,1.102,11.0010004,3.148000002,18.85499954,55.15999985,-1.24
2001,1.11,11.29700089,3.727999926,18.86899948,22.3220005,-2.51
2002,1.164,12.45000076,4.677999973,20.22400093,59.48199844,1.36
2003,1.33,12.7130003,4.525000095,20.90200043,83.91799927,-2.14
2004,0.884,9.515000343,2.476999998,16.55500031,14.10400009,1.53
2005,1.225,11.16400051,3.555000067,18.77400017,46.63700104,0.38
2006,0.993,12.98900032,5.256000042,20.72299957,46.2159996,-3.11
2007,0.595,13.8550005,5.854000092,21.8560009,42.04499817,-2.08
2008,0.803,11.03300095,2.951999903,19.11599922,60.4280014,-1.19
2009,0.808,9.466000557,1.871000051,17.06299973,16.08099937,2.23
2010,0.846,9.98900032,2.253000021,17.72599983,69.37400055,1.07
2011,0.97,10.81700039,2.928999901,18.70700073,36.24200058,2.24
2012,0.972,12.37500095,4.632999897,20.11800003,32.67499924,-2.25
2013,0.997,12.16800022,4.291999817,20.04500008,52.8030014,-1.89
2014,1.078,11.10100079,3.174999952,19.02899933,57.11100006,3.06
2015,1.232,9.833000183,2.871999979,16.79599953,37.24700165,-1.17
,,9.976000786,2.394999981,17.55900002,61.20000076,-3.53
,,12.18800068,4.238999844,20.13999939,53.20899963,1.63
,,11.60900021,3.795000076,19.42399979,46.36199951,1.91
,,10.32940006,2.887000084,17.77199936,17.50099945,-1.24
,,,,,74.29599762,-4.6
