"year","chron","ppt.jja","tmax.paug","pdsi.poct","tmax.lsum","stream.yel","swe.yel"
796,1.098,,,,1.25,81.24309047,46.65
797,0.81,,,,0.58,89.49245778,62.554
798,1.447,,,,0.28,138.2886177,27.642
799,1.02,,,,0.13,112.4052085,55.331
800,0.935,,,,0.06,111.1185167,66.671
801,1.068,,,,-0.95,118.7917925,54.193
802,1.149,,,,-0.66,139.2471886,50.456
803,0.935,,,,-1.85,113.7067995,78.271
804,0.959,,,,-0.39,66.801534,43.039
805,0.938,,,,-1.78,140.859595,65.313
806,0.691,,,,-0.28,89.08127729,75.402
807,0.939,,,,-2.08,74.60817822,61.063
808,0.947,,,,-0.43,106.1173596,44.084
809,0.733,,,,-1.55,98.12652868,68.416
810,0.928,,,,-0.54,94.79521928,57.19
811,0.806,,,,0.69,93.71010738,69.948
812,0.889,,,,0.13,74.95255392,58.867
813,0.952,,,,-0.36,109.5939135,60.744
814,0.899,,,,-0.8,82.75351229,53.55
815,0.844,,,,-0.69,92.63741665,56.156
816,0.578,,,,-1.55,163.6011814,83.174
817,0.655,,,,0.92,86.85332227,57.398
818,0.826,,,,-0.28,77.40810495,60.784
819,1.081,,,,0.32,122.6835786,35.336
820,0.934,,,,-1.14,141.18431,65.758
821,0.887,,,,-0.84,94.35967481,57.576
822,0.707,,,,0.95,119.0656358,61.115
823,0.938,,,,-1.14,165.4955938,50.279
824,0.686,,,,0.65,83.32713224,62.651
825,1.316,,,,-0.09,138.2886177,13.629
826,1.122,,,,0.06,112.9240474,35.193
827,0.981,,,,-0.02,117.4319941,43.995
828,1.411,,,,-3.16,87.05353986,19.498
829,1.238,,,,-0.77,74.95255392,46.663
830,1.055,,,,0.21,96.55759399,49.23
831,1.17,,,,-1.25,91.78811171,43.646
832,1.855,,,,0.06,78.48495896,6.311
833,1.32,,,,0.02,118.2459938,41.922
834,0.929,,,,0.47,138.2886177,67.499
835,0.691,,,,-1.63,144.8059595,92.007
836,0.765,,,,-0.32,88.671986,55.744
837,1.014,,,,0.02,91.99970516,41.255
838,1.068,,,,-0.84,59.53692985,41.114
839,0.875,,,,-1.67,53.30726923,47.159
840,1.102,,,,-2,175.3018242,46.423
841,0.766,,,,-1.18,89.9055362,68.457
842,1.229,,,,-1.4,80.49824934,31.588
843,1.37,,,,0.28,106.6071751,27.472
844,0.602,,,,-0.54,92.4243565,87.536
845,0.787,,,,0.28,71.41450586,57.019
846,1.53,,,,-1.1,89.6987592,26.435
847,0.757,,,,0.02,80.68381697,71.973
848,0.993,,,,-1.48,109.0903752,48.124
849,1.004,,,,1.22,78.48495896,48.418
850,1.505,,,,1.89,113.7067995,17.805
851,0.824,,,,1.14,93.27954855,81.288
852,1.047,,,,1.63,109.8465536,49.398
853,0.968,,,,1.22,128.1700151,55.296
854,0.974,,,,-2.71,133.2865834,68.703
855,1.347,,,,0.54,74.09457913,35.316
856,1.1,,,,0.65,135.4523161,32.018
857,1.56,,,,-0.13,96.33551769,29.45
858,1.342,,,,0.58,158.4114012,40.893
859,1.332,,,,0.21,142.4906723,38.953
860,0.766,,,,1.22,83.13548515,78.344
861,0.62,,,,-0.06,76.5220217,95.551
862,0.948,,,,0.88,81.99482353,46.061
863,0.778,,,,0.65,81.05623655,65.627
864,0.913,,,,-1.03,118.5185789,57.001
865,0.68,,,,-0.02,62.63058028,63.339
866,0.862,,,,-1.18,114.4949774,68.127
867,0.74,,,,0.35,67.57505931,71.032
868,0.738,,,,0.02,65.73345134,83.624
869,0.937,,,,0.62,118.2459938,59.279
870,1.069,,,,0.02,88.46804609,40.46
871,0.767,,,,-0.21,110.099776,60.498
872,0.967,,,,0.54,68.51512202,47.75
873,0.761,,,,0.02,50.79096164,70.251
874,0.871,,,,0.39,106.3619854,49.216
875,1.144,,,,1.44,142.8191472,35.144
876,0.92,,,,0.28,87.85903634,62.7
877,1.386,,,,-0.39,132.6741871,34.553
878,1.251,,,,1.37,158.0470651,28.577
879,1.198,,,,0.51,144.472915,57.67
880,1.126,,,,0.92,87.05353986,54.53
881,1.185,,,,0.84,138.6074059,63.139
882,0.798,,,,1.4,58.72005254,75.585
883,0.668,,,,0.77,69.46826231,76.345
884,0.696,,,,0.32,101.5749075,62.548
885,0.919,,,,1.14,109.3418545,57.779
886,0.899,,,,0.58,120.7220038,55.646
887,1.308,,,,2.23,86.05704623,32.291
888,0.894,,,,0.92,141.18431,69.482
889,0.828,,,,0.69,97.45103041,60.103
890,0.596,,,,2.08,63.50185844,75.121
891,0.916,,,,-0.06,98.57946016,45.27
892,1.271,,,,0.88,115.5543863,31.591
893,0.842,,,,0.51,97.90084392,69.459
894,0.977,,,,-0.06,132.0646046,32.892
895,0.69,,,,-0.62,67.10987587,69.065
896,0.998,,,,0.99,164.3563302,40.35
897,1.013,,,,0.13,156.5980809,50.361
898,0.934,,,,-0.73,130.8538291,52.34
899,1.108,,,,0.06,141.5097734,36.611
900,0.989,,,,0.99,113.9689207,56.687
901,0.97,,,,-0.88,126.1207183,59.097
902,1.107,,,,1.29,100.4121892,38.681
903,1.172,,,,-0.77,77.76540453,49.643
904,1.141,,,,0.09,83.90472832,44.597
905,1.048,,,,0.51,88.26457523,47.831
906,1.035,,,,-0.69,125.2525094,55.436
907,0.927,,,,0.54,92.63741665,53.746
908,1.237,,,,-1.1,108.3394024,35.046
909,1.471,,,,-0.77,116.8924431,38.035
910,1.248,,,,-0.95,126.1207183,49.22
911,0.884,,,,-1.22,106.85293,72.114
912,1.084,,,,-1.07,78.12435333,51.841
913,1.174,,,,0.28,56.20648616,47.48
914,0.823,,,,-0.66,104.4206604,66.386
915,0.977,,,,1.18,80.12839348,50.396
916,1.139,,,,-0.69,119.6152178,38.815
917,1.285,,,,-0.24,124.1041875,36.074
918,0.971,,,,-0.47,89.49245778,56.735
919,1.273,,,,-1.33,119.0656358,53.229
920,1.533,,,,-0.13,63.50185844,34.604
921,0.804,,,,-0.24,85.26807048,69.184
922,1.309,,,,0.84,79.39377195,41.763
923,1.577,,,,0.28,86.4542675,33.091
924,0.744,,,,0.17,52.81854525,66.767
925,0.974,,,,1.07,128.4654775,47.487
926,1.019,,,,1.48,111.6314165,49.421
927,0.574,,,,0.62,75.64608137,74.221
928,0.817,,,,-0.39,151.9799984,52.286
929,0.552,,,,-0.62,118.5185789,72.485
930,0.426,,,,-2.6,103.940891,79.307
931,0.686,,,,0.73,92.63741665,49.818
932,1.167,,,,-0.32,90.73742188,36.416
933,0.966,,,,0.35,87.05353986,63.378
934,0.988,,,,0.28,73.07796339,57.971
935,0.919,,,,0.43,102.7510895,58.642
936,1.05,,,,1.66,103.940891,33.732
937,0.859,,,,-1.37,143.4783704,53.199
938,0.453,,,,0.84,108.8394743,77.279
939,0.552,,,,0.02,83.13548515,77.64
940,1.082,,,,0.32,84.0981487,57.219
941,0.705,,,,0.47,116.6235979,61.497
942,0.669,,,,-1.03,73.75414546,74.869
943,0.741,,,,-0.36,112.9240474,54.975
944,0.819,,,,0.02,96.11395214,55.231
945,0.695,,,,-4.7,112.4052085,78.889
946,0.891,,,,-1.74,98.57946016,80.808
947,0.902,,,,-1.4,73.58451564,55.184
948,0.943,,,,-0.17,76.17043495,50.84
949,0.763,,,,0.58,89.28663084,63.983
950,0.704,,,,-0.43,119.6152178,47.904
951,1.151,,,,0.09,102.7510895,16.31
952,1.042,,,,-0.66,126.4114566,42.703
953,1.341,,,,0.47,145.4743534,23.632
954,0.945,,,,-0.13,121.2792313,66.297
955,1.429,,,,0.65,79.94410329,33.188
956,1.336,,,,0.69,97.90084392,41.043
957,0.844,,,,1.22,41.57061366,52.579
958,1.463,,,,0.62,148.8628864,38.125
959,1.459,,,,-0.77,85.66165002,60.202
960,1.671,,,,0.24,51.97403512,42.146
961,1.654,,,,-0.32,68.67306569,38.469
962,1.352,,,,0.77,82.18384112,42.852
963,1.699,,,,-0.47,106.85293,20.321
964,1.755,,,,1.25,102.5147686,26.95
965,0.699,,,,0.95,107.0992515,44.689
966,0.844,,,,1.14,63.7949697,55.098
967,0.567,,,,0.32,106.85293,71.535
968,0.877,,,,0.92,89.6987592,56.083
969,0.753,,,,0.77,84.29201495,49.594
970,0.552,,,,-0.36,122.6835786,77.418
971,0.596,,,,-0.28,69.14908464,67.661
972,0.913,,,,-0.66,154.4494747,39.389
973,1.132,,,,-1.29,151.6304541,22.524
974,1.135,,,,-2.79,133.9018063,50.699
975,1.16,,,,0.09,77.40810495,49.914
976,1.013,,,,-0.88,157.6835669,67.515
977,0.933,,,,-0.47,78.12435333,74.37
978,1.056,,,,-1.33,87.85903634,52.071
979,1.249,,,,-0.99,83.32713224,44.07
980,1.061,,,,-1.37,84.0981487,67.95
981,1.073,,,,-4.1,90.73742188,53.821
982,1.123,,,,0.24,86.25542821,43.714
983,0.72,,,,-1.4,93.27954855,78.498
984,0.972,,,,-0.84,78.12435333,58.923
985,1.054,,,,-1.52,97.45103041,65.292
986,1.174,,,,0.43,115.8207667,24.468
987,1.054,,,,-1.74,120.7220038,44.618
988,1.267,,,,-0.36,95.45230835,31.273
989,0.939,,,,-0.51,96.78018223,59.136
990,0.728,,,,-0.39,109.0903752,95.055
991,1.019,,,,0.24,168.9609861,38.064
992,0.673,,,,-0.24,71.5791333,79.058
993,0.552,,,,-3.01,108.3394024,72.492
994,0.714,,,,-2.08,92.63741665,41.833
995,1.023,,,,0.24,77.05244702,45.761
996,1.082,,,,-1.78,93.92613149,52.789
997,0.987,,,,1.52,58.99109199,49.696
998,0.84,,,,0.47,60.36517104,64.25
999,0.501,,,,-1.14,97.45103041,92.411
1000,0.737,,,,-0.17,117.4319941,61.247
1001,0.895,,,,0.35,145.4743534,55.887
1002,0.882,,,,1.4,112.1466837,54.387
1003,0.633,,,,1.25,78.48495896,78.902
1004,0.958,,,,-0.06,112.4052085,63.733
1005,1.087,,,,-0.77,106.85293,34.015
1006,1.174,,,,0.88,102.043756,42.568
1007,0.997,,,,1.07,92.21178638,44.841
1008,1.143,,,,-0.69,148.5205113,53.571
1009,0.973,,,,-1.48,127.8752323,66.863
1010,1.168,,,,-1.33,91.15624679,45.634
1011,1.094,,,,-1.22,95.45230835,60.22
1012,0.726,,,,-0.73,54.67470337,75.531
1013,1.176,,,,0.47,110.099776,47.317
1014,1.002,,,,-0.69,47.72945062,73.255
1015,1.403,,,,-0.99,69.30848974,40.75
1016,1.281,,,,-0.36,79.94410329,49.865
1017,1.232,,,,-0.73,107.841628,52.735
1018,1.324,,,,1.03,65.13080343,46.546
1019,1.212,,,,-0.39,121.8390308,40.438
1020,0.893,,,,-1.78,107.5935992,63.74
1021,0.683,,,,-0.66,73.92416633,77.335
1022,0.678,,,,-0.02,88.26457523,67.346
1023,0.836,,,,1.29,134.8299693,47.444
1024,1.098,,,,0.95,153.386252,37.127
1025,0.992,,,,-0.36,102.043756,49.845
1026,1.107,,,,1.18,162.4749588,55.555
1027,0.898,,,,-0.02,106.3619854,73.266
1028,0.959,,,,-0.21,100.8756708,59.607
1029,0.86,,,,-0.58,97.45103041,55.363
1030,1.043,,,,0.32,99.72095651,40.371
1031,1.35,,,,1.25,127.8752323,28.998
1032,0.918,,,,-0.43,102.2789911,39.095
1033,0.701,,,,0.51,140.212404,49.387
1034,0.97,,,,-0.36,61.48744336,68.344
1035,0.805,,,,-1.07,63.7949697,71.747
1036,1.195,,,,-0.43,84.29201495,60.38
1037,1.136,,,,0.35,84.87629929,51.414
1038,1.066,,,,-0.06,104.4206604,64.336
1039,0.831,,,,-0.77,93.27954855,66.079
1040,0.781,,,,-0.28,68.04346724,47.88
1041,1.044,,,,0.39,81.99482353,44.649
1042,1.092,,,,-0.21,71.41450586,55.907
1043,1.04,,,,-2.3,77.40810495,54.092
1044,0.975,,,,0.02,137.9705627,60.033
1045,1.104,,,,-0.17,183.5635447,50.786
1046,1.425,,,,1.07,162.1012768,52.187
1047,1.123,,,,0.77,112.4052085,46.647
1048,1.029,,,,0.92,90.73742188,56.178
1049,1.229,,,,-1.82,128.4654775,57.504
1050,0.984,,,,1.52,116.0877611,36.621
1051,1.223,,,,1.4,129.6541539,45.693
1052,1.205,,,,1.4,81.43037514,57.051
1053,0.846,,,,0.43,72.74220065,61.782
1054,0.892,,,,0.47,104.9026443,64.451
1055,0.952,,,,1.89,72.24144687,58.675
1056,0.568,,,,2.38,73.92416633,67.516
1057,0.694,,,,1.85,116.0877611,53.521
1058,1.082,,,,0.62,124.1041875,55.199
1059,0.657,,,,0.92,65.43143356,68.335
1060,0.854,,,,1.74,92.4243565,54.935
1061,0.944,,,,1.33,113.7067995,40.225
1062,0.759,,,,1.93,84.48632812,43.931
1063,0.689,,,,1.03,110.099776,67.324
1064,0.878,,,,0.28,140.859595,65.852
1065,0.787,,,,1.52,113.1843642,53.297
1066,0.864,,,,0.47,105.1444698,49.086
1067,0.665,,,,0.8,83.90472832,83.529
1068,0.892,,,,0.17,57.38342096,53.51
1069,0.598,,,,1.25,57.25144276,76.25
1070,0.475,,,,1.03,66.95552744,87.906
1071,0.599,,,,-0.09,81.24309047,67.155
1072,0.49,,,,1.1,65.13080343,48.587
1073,0.766,,,,0.84,112.1466837,39.849
1074,0.764,,,,0.84,65.28094544,75.636
1075,0.952,,,,1.07,96.33551769,46.038
1076,0.901,,,,0.73,117.161908,57.272
1077,1.15,,,,1.4,114.4949774,52.165
1078,1.017,,,,1.22,86.85332227,60.649
1079,0.987,,,,1.25,126.9949454,51.034
1080,1.393,,,,-1.22,122.4014142,47.111
1081,1.075,,,,1.7,117.161908,27.077
1082,0.905,,,,0.92,102.9879552,60.05
1083,1.387,,,,1.63,118.7917925,50.49
1084,0.933,,,,-0.17,106.1173596,81.386
1085,1.125,,,,-0.84,145.4743534,52.204
1086,1.296,,,,0.13,197.1453035,43.669
1087,1.448,,,,-1.1,193.5469962,29.954
1088,1.173,,,,0.62,149.5500063,46.622
1089,1.33,,,,0.32,109.3418545,43.862
1090,1.298,,,,-0.17,116.3553711,43.164
1091,1.175,,,,0.47,57.11976809,35.885
1092,0.957,,,,-0.39,77.9446723,56.415
1093,1.125,,,,0.02,124.9644366,48.563
1094,1.158,,,,0.51,98.80670928,64.633
1095,0.808,,,,-0.47,85.07195936,62.809
1096,0.972,,,,0.8,80.86981238,53.729
1097,1.181,,,,1.1,64.0894339,47.62
1098,0.959,,,,-0.77,91.36638364,67.807
1099,1.119,,,,0.09,106.3619854,50.92
1100,1.112,,,,0.13,91.99970516,29.011
1101,1.07,,,,-0.43,80.12839348,41.166
1102,0.975,,,,-0.28,80.68381697,51.982
1103,0.877,,,,-0.58,155.8785781,57.857
1104,1.09,,,,0.24,58.58500017,12.028
1105,1.218,,,,0.21,116.0877611,49.023
1106,1.538,,,,-0.06,102.7510895,66.699
1107,1.127,,,,0.35,162.4749588,46.291
1108,0.798,,,,0.8,81.80624067,58.747
1109,0.991,,,,-0.51,95.45230835,68.513
1110,0.941,,,,0.06,120.4443509,33.803
1111,1.119,,,,-1.25,101.8090618,65.379
1112,0.822,,,,-1.18,131.7608645,53.949
1113,1.12,,,,-1.55,143.8091222,40.839
1114,0.981,,,,-0.24,113.1843642,58.091
1115,1.041,,,,-0.95,72.24144687,50.409
1116,1.324,,,,-0.28,114.7589155,21.767
1117,1.212,,,,-1.14,149.5500063,60.346
1118,0.894,,,,-1.52,148.1789236,69.864
1119,0.825,,,,-0.32,105.3868529,60.427
1120,0.709,,,,-0.36,137.9705627,75.131
1121,0.751,,,,-0.99,122.6835786,52.181
1122,1.184,,,,0.24,78.12435333,51.576
1123,0.59,,,,0.35,64.23717531,76.719
1124,0.905,,,,0.77,72.74220065,39.973
1125,0.794,,,,-0.09,121.0002968,68
1126,0.625,,,,-0.39,48.72888067,62.6
1127,0.739,,,,-0.47,77.58654907,76.013
1128,0.975,,,,-0.36,125.5412462,38.481
1129,0.765,,,,-0.88,152.6815062,74.254
1130,0.659,,,,-0.36,80.49824934,61.519
1131,1.012,,,,-0.84,90.11278986,55.966
1132,0.713,,,,-0.24,67.57505931,61.115
1133,0.782,,,,-0.28,91.15624679,53.483
1134,0.805,,,,-1.67,119.8909594,53.798
1135,0.786,,,,-0.73,90.5287316,64.051
1136,0.834,,,,-0.84,117.161908,60.118
1137,0.838,,,,-0.06,98.35273369,60.06
1138,1.284,,,,-1.33,98.12652868,54.697
1139,1.137,,,,-3.31,186.9762458,75.414
1140,1.023,,,,-1.18,117.7027028,62.273
1141,1.381,,,,-0.77,68.83137346,43.749
1142,1.195,,,,-1.29,164.7352106,94.511
1143,1.59,,,,-1.25,137.02078,40.094
1144,1.091,,,,-0.8,174.4963855,53.412
1145,1.143,,,,-0.17,95.45230835,55.58
1146,1.466,,,,-0.13,142.4906723,38.645
1147,1.114,,,,-0.8,103.940891,60.342
1148,1.06,,,,0.8,60.226335,61.949
1149,1.412,,,,0.32,107.841628,52.972
1150,1.007,,,,0.51,70.43466211,72.816
1151,0.761,,,,-1.59,73.75414546,60.164
1152,0.872,,,,0.69,84.68108922,48.702
1153,0.792,,,,-1.18,91.36638364,65.467
1154,0.914,,,,-0.36,109.5939135,50.638
1155,0.827,,,,0.17,105.3868529,51.095
1156,0.773,,,,0.32,62.3428189,54.597
1157,0.658,,,,-0.06,97.67567823,69.029
1158,0.804,,,,-0.28,71.74414024,70.867
1159,0.792,,,,0.21,81.99482353,50.89
1160,0.853,,,,0.17,71.90952757,48.417
1161,0.979,,,,1.14,58.85541625,52.025
1162,1.038,,,,0.95,90.73742188,43.054
1163,1.057,,,,1.59,128.1700151,44.241
1164,1.003,,,,1.22,87.25421899,44.04
1165,1.293,,,,-0.36,117.161908,49.345
1166,0.886,,,,-0.8,82.5631845,56.599
1167,0.926,,,,0.02,91.36638364,48.083
1168,1.31,,,,0.24,106.3619854,36.302
1169,1.015,,,,-0.73,112.6643293,53.087
1170,0.593,,,,0.21,84.29201495,55.294
1171,0.761,,,,-0.09,77.40810495,50.938
1172,0.834,,,,-0.36,84.68108922,57.788
1173,0.922,,,,0.06,96.11395214,43.463
1174,0.686,,,,0.8,61.06416678,53.316
1175,0.7,,,,0.92,93.71010738,57.175
1176,0.929,,,,-1.29,55.94824082,55.629
1177,1.17,,,,0.13,90.5287316,46.971
1178,1.269,,,,-0.39,97.45103041,43.634
1179,0.816,,,,-0.36,85.07195936,49.086
1180,0.642,,,,-0.47,88.46804609,61.899
1181,1.165,,,,-0.02,143.4783704,49.294
1182,1.277,,,,-0.02,162.4749588,53.128
1183,1.287,,,,0.17,102.5147686,28.654
1184,1.204,,,,0.65,113.9689207,41.561
1185,1.035,,,,0.69,75.99524781,72.249
1186,0.977,,,,1.4,108.0902286,42.199
1187,0.679,,,,-0.62,108.3394024,71.811
1188,0.855,,,,-0.47,123.2498603,42.865
1189,0.935,,,,1.25,78.48495896,65.915
1190,1.053,,,,1.48,124.9644366,44.968
1191,0.948,,,,2.04,107.3461407,54.389
1192,1.027,,,,0.77,152.3303485,58.435
1193,0.95,,,,1.82,113.9689207,43.283
1194,0.651,,,,0.47,67.10987587,68.51
1195,0.831,,,,0.39,208.3466086,48.323
1196,1.021,,,,0.24,103.940891,47.109
1197,0.757,,,,-0.99,176.1109807,50.321
1198,1.008,,,,0.28,83.90472832,50.276
1199,0.794,,,,-0.88,83.32713224,41.103
1200,1.127,,,,-1.07,116.8924431,76.18
1201,1.237,,,,-0.21,107.0992515,28.029
1202,1.132,,,,-0.73,153.386252,50.615
1203,1.14,,,,-1.18,68.83137346,51.19
1204,1.092,,,,0.06,171.7063813,53.447
1205,0.738,,,,-0.88,160.9853794,54.215
1206,0.947,,,,-0.8,190.4523937,57.659
1207,1.05,,,,0.24,101.8090618,42.351
1208,1.025,,,,-0.09,101.1082132,60.716
1209,1.071,,,,0.13,129.3559577,57.62
1210,1.263,,,,0.09,68.67306569,44.355
1211,1.194,,,,0.8,113.7067995,12.838
1212,1.063,,,,-0.21,88.26457523,56.447
1213,1.02,,,,1.89,63.21009391,35.201
1214,1.153,,,,-0.06,121.0002968,67.047
1215,0.958,,,,1.25,92.4243565,63.024
1216,1.265,,,,-0.73,159.142595,51.214
1217,1.007,,,,0.88,69.6284032,63.843
1218,0.968,,,,0.02,77.76540453,52.391
1219,1.105,,,,1.14,131.4578229,50.097
1220,0.941,,,,0.13,80.86981238,57.067
1221,1.198,,,,0.21,134.8299693,39.272
1222,0.9,,,,1.07,79.21117135,48.81
1223,0.477,,,,0.69,56.20648616,97.782
1224,1.052,,,,0.54,114.4949774,19.575
1225,0.917,,,,-0.21,156.5980809,57.521
1226,0.732,,,,-1.74,116.8924431,53.833
1227,1.239,,,,-0.54,122.4014142,46.356
1228,1.293,,,,-0.36,121.8390308,37.861
1229,1.233,,,,0.21,64.23717531,73.805
1230,1.229,,,,-0.8,63.35580822,49.098
1231,1.289,,,,0.84,88.46804609,36.482
1232,1.064,,,,-1.4,99.95083705,55.533
1233,0.882,,,,-1.63,94.35967481,61.031
1234,1.089,,,,0.24,69.78891324,69.493
1235,0.652,,,,-0.36,103.225367,50.788
1236,0.781,,,,0.09,115.8207667,43.961
1237,1.323,,,,1.22,67.10987587,27.224
1238,0.802,,,,-0.02,170.1321677,43.538
1239,1.092,,,,0.17,147.158867,27.255
1240,0.996,,,,-1.07,127.8752323,56.162
1241,0.938,,,,0.65,168.5723866,38.324
1242,1.352,,,,0.88,113.1843642,31.276
1243,0.965,,,,-0.13,66.03686316,54.918
1244,0.714,,,,-0.17,66.49460883,79.428
1245,1.152,,,,0.8,70.11104423,46.515
1246,0.86,,,,0.28,99.95083705,58.291
1247,0.662,,,,-0.28,123.2498603,57.79
1248,0.764,,,,-0.69,63.9420323,58.513
1249,0.821,,,,-0.43,67.57505931,52.132
1250,0.902,,,,0.47,81.80624067,31.687
1251,0.625,,,,-0.73,52.57586608,70.979
1252,1.097,,,,0.17,69.78891324,35.487
1253,1.246,,,,-0.43,89.6987592,45.66
1254,0.737,,,,0.17,86.4542675,63.569
1255,0.905,,,,0.28,107.841628,50.343
1256,1.032,,,,0.17,94.57719633,44.251
1257,1.299,,,,0.24,109.8465536,34.194
1258,1.177,,,,0.73,69.14908464,58.796
1259,1.491,,,,-1.33,109.8465536,37.983
1260,1.283,,,,-0.8,111.8887535,38.071
1261,1.001,,,,1.33,77.05244702,68.921
1262,0.883,,,,0.73,81.80624067,59.829
1263,1.421,,,,0.95,50.79096164,39.078
1264,0.922,,,,0.62,78.12435333,65.721
1265,0.515,,,,-0.36,139.5681865,70.77
1266,1.093,,,,-0.24,153.386252,43.53
1267,1.022,,,,-0.13,115.8207667,53.661
1268,1.055,,,,0.21,95.67234865,44.75
1269,0.829,,,,-1.78,90.11278986,59.007
1270,0.864,,,,-0.32,70.75977374,54.056
1271,1.017,,,,0.02,118.5185789,41.238
1272,0.849,,,,-0.84,93.06501154,64.744
1273,0.597,,,,-0.92,102.9879552,63.617
1274,0.733,,,,-0.02,62.91966991,62.345
1275,0.686,,,,-0.77,65.88498259,60.07
1276,1.134,,,,-0.36,78.12435333,45.229
1277,0.874,,,,-1.7,147.4981032,59.263
1278,0.744,,,,0.32,68.04346724,74.137
1279,1.09,,,,0.95,62.1994344,58.905
1280,0.802,,,,-0.17,101.5749075,67.327
1281,0.945,,,,-1.55,119.3401105,55.319
1282,1.208,,,,0.43,195.7881648,28.201
1283,0.885,,,,-0.06,98.80670928,54.164
1284,0.992,,,,-2.64,153.0334734,51.799
1285,1.072,,,,-0.32,91.15624679,56.727
1286,1.039,,,,-0.99,153.0334734,47.275
1287,1.064,,,,-2.83,128.1700151,63.962
1288,0.98,,,,0.02,65.43143356,60.769
1289,0.84,,,,-1.59,111.8887535,53.886
1290,0.833,,,,-0.24,150.5866374,54.32
1291,1.098,,,,-0.17,124.9644366,60.923
1292,0.692,,,,-0.09,102.2789911,62.306
1293,1.122,,,,-1.4,189.5773445,45.44
1294,0.963,,,,-2.15,98.80670928,59.111
1295,1.472,,,,-0.09,85.46463369,24.243
1296,0.852,,,,0.77,75.47210021,74.32
1297,1.195,,,,-0.09,100.4121892,46.172
1298,1.421,,,,-1.44,161.7284542,38.743
1299,1.395,,,,1.59,134.8299693,28.661
1300,1.175,,,,0.21,97.90084392,63.537
1301,0.783,,,,0.06,62.48653394,54.391
1302,1.137,,,,-1.03,94.57719633,43.88
1303,0.824,,,,0.73,112.4052085,51.064
1304,0.582,,,,0.8,54.17344268,85.718
1305,0.823,,,,0.77,113.1843642,56.455
1306,0.901,,,,1.37,51.61624838,48.51
1307,0.721,,,,0.02,52.09384764,70.644
1308,0.903,,,,0.99,118.5185789,24.285
1309,1.054,,,,0.17,77.05244702,44.084
1310,0.932,,,,0.02,118.2459938,48.064
1311,1.22,,,,0.13,104.1804995,39.257
1312,0.817,,,,0.21,142.8191472,57.524
1313,1.135,,,,0.95,93.71010738,23.507
1314,1.236,,,,1.63,142.1629528,40.411
1315,1.104,,,,0.43,154.4494747,62.195
1316,1.054,,,,1.48,90.94659324,57.732
1317,0.678,,,,0.54,35.79203863,76.572
1318,0.527,,,,0.21,111.1185167,56.135
1319,1.121,,,,0.99,76.87523131,51.577
1320,0.959,,,,1.25,83.32713224,41.024
